variableName;function;nameSpace;dataType;initialValue;address
83_F_Panel_O4;Painel OUT 4 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Panel_O5;Painel OUT 5 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Panel_O6;Painel OUT 6 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Panel_O7;Painel OUT 7 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
85_C_Start;Start Production;Distributing[80];Boolean;False;root/stations/080-Distributing/$Control/...
85_C_Manual;Manual Mode;Distributing[80];Boolean;False;root/stations/080-Distributing/$Control/...
85_C_Automatic;Automatic Mode;Distributing[80];Boolean;False;root/stations/080-Distributing/$Control/...
80_S_Mag_Full;Magazine full;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Pist_Back;Piston in back position;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Pist_Fwd;Piston in forward position;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Part_Stuck;Part stuck in arm;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Arm_Mag;Arm in magazine position;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Arm_Del;Arm in delivery (elevator) position;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Part_Mag;Magazine Empty;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_On;On;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Off;Off;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Key_Pos;Key position;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Reset;Reset;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_I4;Panel I4 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_I5;Panel I5 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_I6;Panel I6 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_I7;Panel I7 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Pist_Adv;Pushes part out of the magazine;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Suction_On;Suction On;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Suction_Off;Suction Off;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Arm_2_Del;Moves arm to delivery (elevator);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
80_S_Arm_2_Mag;Moves arm to magazine;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Led_Start;Start LED;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Led_Reset;Reset LED;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Led_Extra1;Extra1 LED;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Led_Extra2;Extra2 LED;Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_O4;Panel O4 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_O5;Panel O5 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_O6;Panel O6 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
81_S_Panel_O7;Panel O7 (Outside connection);Distributing[80];Boolean;False;root/stations/080-Distributing/$Simulated/...
90_I_Claw_2_Cart;Moves claw to cart position;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_I_Claw_2_Del;Moves claw to delivery position;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_I_Claw_Down;Lowers claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_I_Close_Claw;Closes claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Start;Start LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Reset;Reset LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Extra1;Extra1 LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Extra2;Extra2 LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O4;Panel O4 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O5;Panel O5 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O6;Panel O6 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O7;Panel O7 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_O_Part_Reserve;Part in reserve position;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_O_Claw_Del;Claw at delivery position;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_O_Claw_Reserve;Claw at reserve position;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_O_Claw_Cart;Claw at cart position;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_O_Claw_Low;Claw Low;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_O_Claw_High;Claw high;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_O_Part_in_Claw;Part in claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_On;On;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_Off;Off;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_Key_Pos;Key position;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_Reset;Reset;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_Panel_I4;Panel I4 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_Panel_I5;Panel I5 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_Panel_I6;Panel I6 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_O_Panel_I7;Panel I7 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
92_F_Claw_2_Cart;Moves claw to cart position;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
92_F_Claw_2_Del;Moves claw to delivery position;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
92_F_Claw_Down;Lowers claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
92_F_Close_Claw;Closes claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Start;Start LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Reset;Reset LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Extra1;Extra1 LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Extra2;Extra2 LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O4;Panel O4 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O5;Panel O5 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O6;Panel O6 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O7;Panel O7 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
95_C_Cart2Del;Cart to Delivery Transport;Handling[90];Boolean;False;root/stations/090-Handling2/$Control/...
95_C_Del2Cart;Delivery to Cart Transport;Handling[90];Boolean;False;root/stations/090-Handling2/$Control/...
95_C_MoveArm;Sends Signal to Move Arm;Handling[90];Boolean;False;root/stations/090-Handling2/$Control/...
90_S_Part_Reserve;Part in reserve position;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_Del;Claw at delivery position;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_Reserve;Claw at reserve position;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_Cart;Claw at cart position;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_Low;Claw Low;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_High;Claw high;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Part_in_Claw;Part in claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_On;On;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Off;Off;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Key_Pos;Key position;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Reset;Reset;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_I4;Panel I4 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_I5;Panel I5 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_I6;Panel I6 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_I7;Panel I7 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_2_Cart;Moves claw to cart position;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_2_Del;Moves claw to delivery position;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Claw_Down;Lowers claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
90_S_Close_Claw;Closes claw;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Led_Start;Start LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Led_Reset;Reset LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Led_Extra1;Extra1 LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Led_Extra2;Extra2 LED;Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_O4;Panel O4 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_O5;Panel O5 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_O6;Panel O6 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
91_S_Panel_O7;Panel O7 (Outside connection);Handling[90];Boolean;False;root/stations/090-Handling2/$Simulated/...
100_O_PInit_Pos;Part in initial position;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_PDrill_Pos;Part in drill position;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_PTest_Pos;Part in test position;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_SDrill_High;Drill in high position;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_SDrill_Low;Drill in low position;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_RT_Sensor;Rotating table sensor;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_PTest_Ok;Test Ok;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_On;On;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Off;Off;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Key_Pos;Key position;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Reset;Reset;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I4;Panel I4 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I5;Panel I5 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I6;Panel I6 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I7;Panel I7 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_I_Drill_On;Turns drill on;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_RT_On;Moves rotating table;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Drill_Down;Lowers drill;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Drill_Up;Raises drill;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Drill_Pin;Advances drill pin;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Test_Pin;Advances test pin;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Start;Start LED;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Reset;Reset LED;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Extra1;Extra1 LED;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Extra2;Extra2 LED;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O4;Panel O4 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O5;Panel O5 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O6;Panel O6 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O7;Panel O7 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
102_F_Drill_On;Turns drill on;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_RT_On;Moves rotating table;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Drill_Down;Lowers drill;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Drill_Up;Raises drill;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Drill_Pin;Advances drill pin;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Test_Pin;Advances test pin;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Start;Start LED;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Reset;Reset LED;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Extra1;Extra1 LED;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Extra2;Extra2 LED;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O4;Panel O4 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O5;Panel O5 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O6;Panel O6 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O7;Panel O7 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
105_C_Test;Test Only Mode;Processing[100];Boolean;False;root/stations/100-Processing/$Control/...
105_C_TestDrill;Test and Drill Mode;Processing[100];Boolean;False;root/stations/100-Processing/$Control/...
105_C_Rotation;Rotate the Table only;Processing[100];Boolean;False;root/stations/100-Processing/$Control/...
100_S_PInit_Pos;Part in initial position;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_PDrill_Pos;Part in drill position;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_PTest_Pos;Part in test position;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_SDrill_High;Drill in high position;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_SDrill_Low;Drill in low position;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_RT_Sensor;Rotating table sensor;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_PTest_Ok;Test Ok;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_On;On;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Off;Off;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Key_Pos;Key position;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Reset;Reset;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_I4;Panel I4 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_I5;Panel I5 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_I6;Panel I6 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_I7;Panel I7 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_Drill_On;Turns drill on;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_RT_On;Moves rotating table;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_Drill_Down;Lowers drill;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_Drill_Up;Raises drill;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_Drill_Pin;Advances drill pin;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
100_S_Test_Pin;Advances test pin;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Led_Start;Start LED;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Led_Reset;Reset LED;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Led_Extra1;Extra1 LED;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Led_Extra2;Extra2 LED;Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_O4;Panel O4 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_O5;Panel O5 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_O6;Panel O6 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
101_S_Panel_O7;Panel O7 (Outside connection);Processing[100];Boolean;False;root/stations/100-Processing/$Simulated/...
StatusEscrita;Confirma Status da Escrita em qualquer antena;AS-IConveyorRFID;String;;root/stations/030-Conveyor/$RFID/...
Antena1_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena2_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena3_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena4_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
$END;$END;$END;$END;$END;$END
