variableName;function;nameSpace;dataType;initialValue;address
SO_61_Panel_I5;Panel I5 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_61_Panel_I6;Panel I6 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_61_Panel_I7;Panel I7 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_60_Conveyor;Conveyor on;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_60_P1;Pushes Lever 1 forward;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_60_P2;Pushes Lever 2 forward;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_60_Identify;Identify pin;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Led_Start;Start LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Led_Reset;Reset LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Led_Extra1;Extra1 LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Led_Extra2;Extra2 LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Panel_O4;Panel O4 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Panel_O5;Panel O5 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Panel_O6;Panel O6 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SI_61_Panel_O7;Panel O7 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
O_65_ID_1;Identified  - Bit 1;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
O_65_ID_2;Identified  - Bit 2;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
C_65_RBS_Output;Red-Black-Silver Output;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
C_65_RSB_Output;Red-Silver-Black Output;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
C_65_BRS_Output;Black-Red-Silver Output;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
C_65_BSR_Output;Black-Silver-Red Output;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
C_65_SRB_Output;Silver-Red-Black Output;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
C_65_SBR_Output;Silver-Black_Red Output;Sorting[60];Boolean;false;root/stations/060-Sorting/$Control/...
O_70_SInductive;Inductive sensor (metalic);Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_70_SPart;Part in elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_70_SStation;Station through;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_70_SPart_Height;Part height sensor;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_70_Elev_High;Elevator in high position;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_70_Elev_Low;Elevator in low position;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_70_Pist_Back;Eject piston in back position;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Start;Start Button;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Stop;Stop Button;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Key_Pos;Key position;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Reset;Reset Button;Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Panel_I4;Panel I4 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Panel_I5;Panel I5 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Panel_I6;Panel I6 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
O_71_Panel_I7;Panel I7 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Inputs/...
I_70_Elev_Down;Lowers elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_70_Elev_Up;Rises elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_70_Eject_Part;Eject parts;Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_70_Air_On;Turns on air (slide);Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Led_Start;Start LED;Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Led_Reset;Reset LED;Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Led_Extra1;Extra1 LED;Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Led_Extra2;Extra2 LED;Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Panel_O4;Panel O4 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Panel_O5;Panel O5 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Panel_O6;Panel O6 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
I_71_Panel_O7;Panel O7 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Outputs/...
F_72_Elev_Down;Lowers elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_72_Elev_Up;Rises elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_72_Eject_Part;Eject parts;Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_72_Air_On;Turns on air (slide);Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Led_Start;Start LED;Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Led_Reset;Reset LED;Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Led_Extra1;Extra1 LED;Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Led_Extra2;Extra2 LED;Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Panel_O4;Panel O4 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Panel_O5;Panel O5 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Panel_O6;Panel O6 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
F_73_Panel_O7;Panel O7 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Feedback/...
O_75_ID_Delivery1;Identified Delivery - Bit 1;Testing[70];Boolean;false;root/stations/070-Testing/$Control/...
O_75_ID_Delivery2;Identified Delivery - Bit 2;Testing[70];Boolean;false;root/stations/070-Testing/$Control/...
I_75_RQ_Delivery1;Identified Delivery;Testing[70];Boolean;false;root/stations/070-Testing/$Control/...
I_75_RQ_Delivery2;Requested Delivery;Testing[70];Boolean;false;root/stations/070-Testing/$Control/...
C_75_Identified;Requested Delivery - Bit 1;Testing[70];Boolean;false;root/stations/070-Testing/$Control/...
C_75_Requested;Requested Delivery - Bit 2;Testing[70];Boolean;false;root/stations/070-Testing/$Control/...
SO_70_S_Inductive;Inductive sensor (metalic);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SO_70_S_Part;Part in elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SO_70_S_Station;Station through;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SO_70_S_Part_Height;Part height sensor;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SO_70_Elev_High;Elevator in high position;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SO_70_Elev_Low;Elevator in low position;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SO_70_Pist_Back;Eject piston in back position;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Start;Start Button;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Stop;Stop Button;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Key_Pos;Key position;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Reset;Reset Button;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Panel_I4;Panel I4 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Panel_I5;Panel I5 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Panel_I6;Panel I6 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
S_71_Panel_I7;Panel I7 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_70_Elev_Down;Lowers elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_70_Elev_Up;Rises elevator;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_70_Eject_Part;Eject parts;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_70_Air_On;Turns on air (slide);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Led_Start;Start LED;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Led_Reset;Reset LED;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Led_Extra1;Extra1 LED;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Led_Extra2;Extra2 LED;Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Panel_O4;Panel O4 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Panel_O5;Panel O5 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Panel_O6;Panel O6 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
SI_71_Panel_O7;Panel O7 (Outside connection);Testing[70];Boolean;false;root/stations/070-Testing/$Simulated/...
O_80_Mag_Full;Magazine full;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_80_Pist_Back;Piston in back position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_80_Pist_Fwd;Piston in forward position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_80_Part_Stuck;Part stuck in arm;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_80_Arm_Mag;Arm in magazine position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_80_Arm_Del;Arm in delivery (elevator) position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_80_Mag_Empty;Magazine Empty;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Start;Start Button;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Stop;Stop Button;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Key_Pos;Key position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Reset;Reset Button;Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Panel_I4;Panel I4 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Panel_I5;Panel I5 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Panel_I6;Panel I6 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
O_81_Panel_I7;Panel I7 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Inputs/...
I_80_Pist_Adv;Pushes part out of the magazine;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_80_Suction_On;Suction On;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_80_Suction_Off;Suction Off;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_80_Arm_2_Del;Moves arm to delivery (elevator);Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_80_Arm_2_Mag;Moves arm to magazine;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Led_Start;Start LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Led_Reset;Reset LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Led_Extra1;Extra1 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Led_Extra2;Extra2 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Panel_O4;Panel O4 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Panel_O5;Panel O5 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Panel_O6;Panel O6 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
I_81_Panel_O7;Panel O7 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Outputs/...
F_82_Pist_Adv;Pushes part out of the magazine;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_82_Suction_On;Suction On;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_82_Suction_Off;Suction Off;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_82_Arm_2_Del;Moves arm to delivery (elevator);Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_82_Arm_2_Mag;Moves arm to magazine;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Led_Start;Start LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Led_Reset;Reset LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Led_Extra1;Extra1 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Led_Extra2;Extra2 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Panel_O4;Panel O4 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Panel_O5;Panel O5 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Panel_O6;Panel O6 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
F_83_Panel_O7;Panel O7 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Feedback/...
C_85_Initialization;Initialization Routine Under Way;Distributing[80];Boolean;false;root/stations/080-Distributing/$Control/...
C_85_Start;Start Production;Distributing[80];Boolean;false;root/stations/080-Distributing/$Control/...
C_85_Single;Single Mode;Distributing[80];Boolean;false;root/stations/080-Distributing/$Control/...
C_85_Continuous;Continuous Mode;Distributing[80];Boolean;false;root/stations/080-Distributing/$Control/...
C_85_Counted;Counted Mode;Distributing[80];Boolean;false;root/stations/080-Distributing/$Control/...
SO_80_Mag_Full;Magazine full;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_80_Pist_Back;Piston in back position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_80_Pist_Fwd;Piston in forward position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_80_Part_Stuck;Part stuck in arm;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_80_Arm_Mag;Arm in magazine position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_80_Arm_Del;Arm in delivery (elevator) position;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_80_Mag_Empty;Magazine Empty;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Start;Start LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Stop;Reset LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Key_Pos;Extra1 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Reset;Extra2 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Panel_I4;Panel O4 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Panel_I5;Panel O5 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Panel_I6;Panel O6 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SO_81_Panel_I7;Panel O7 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_80_Pist_Adv;Pushes part out of the magazine;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_80_Suction_On;Suction On;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_80_Suction_Off;Suction Off;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_80_Arm_2_Del;Moves arm to delivery (elevator);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_80_Arm_2_Mag;Moves arm to magazine;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Led_Start;Start LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Led_Reset;Reset LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Led_Extra1;Extra1 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Led_Extra2;Extra2 LED;Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Panel_O4;Panel O4 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Panel_O5;Panel O5 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Panel_O6;Panel O6 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
SI_81_Panel_O7;Panel O7 (Outside connection);Distributing[80];Boolean;false;root/stations/080-Distributing/$Simulated/...
O_90_Part_Reserve;Part in reserve position;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_90_Claw_Del;Claw at delivery position;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_90_Claw_Reserve;Claw at reserve position;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_90_Claw_Cart;Claw at cart position;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_90_Claw_Low;Claw Low;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_90_Claw_High;Claw high;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_90_Part_in_Claw;Part in claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Start;Start Button;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Stop;Stop Button;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Key_Pos;Key position;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Reset;Reset Button;Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Panel_I4;Panel I4 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Panel_I5;Panel I5 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Panel_I6;Panel I6 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
O_91_Panel_I7;Panel I7 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Inputs/...
I_90_Claw_2_Cart;Moves claw to cart position;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_90_Claw_2_Del;Moves claw to delivery position;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_90_Claw_Down;Lowers claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_90_Close_Claw;Closes claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Led_Start;Start LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Led_Reset;Reset LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Led_Extra1;Extra1 LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Led_Extra2;Extra2 LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Panel_O4;Panel O4 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Panel_O5;Panel O5 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Panel_O6;Panel O6 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
I_91_Panel_O7;Panel O7 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Outputs/...
F_92_Claw_2_Cart;Moves claw to cart position;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_92_Claw_2_Del;Moves claw to delivery position;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_92_Claw_Down;Lowers claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_92_Close_Claw;Closes claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Led_Start;Start LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Led_Reset;Reset LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Led_Extra1;Extra1 LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Led_Extra2;Extra2 LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Panel_O4;Panel O4 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Panel_O5;Panel O5 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Panel_O6;Panel O6 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
F_93_Panel_O7;Panel O7 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Feedback/...
C_95_Cart2Del;Cart to Delivery Transport;Handling[90];Boolean;false;root/stations/090-Handling2/$Control/...
C_95_Del2Cart;Delivery to Cart Transport;Handling[90];Boolean;false;root/stations/090-Handling2/$Control/...
C_95_MoveArm;Sends Signal to Move Arm;Handling[90];Boolean;false;root/stations/090-Handling2/$Control/...
SI_90_Part_Reserve;Part in reserve position;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_90_Claw_Del;Claw at delivery position;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_90_Claw_Reserve;Claw at reserve position;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_90_Claw_Cart;Claw at cart position;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_90_Claw_Low;Claw Low;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_90_Claw_High;Claw high;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_90_Part_in_Claw;Part in claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Start;Start Button;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Stop;Stop Button;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Key_Pos;Key position;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Reset;Reset Button;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Panel_I4;Panel I4 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Panel_I5;Panel I5 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Panel_I6;Panel I6 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SI_91_Panel_I7;Panel I7 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_90_Claw_2_Cart;Moves claw to cart position;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_90_Claw_2_Del;Moves claw to delivery position;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_90_Claw_Down;Lowers claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_90_Close_Claw;Closes claw;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Led_Start;Start LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Led_Reset;Reset LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Led_Extra1;Extra1 LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Led_Extra2;Extra2 LED;Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Panel_O4;Panel O4 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Panel_O5;Panel O5 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Panel_O6;Panel O6 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
SO_91_Panel_O7;Panel O7 (Outside connection);Handling[90];Boolean;false;root/stations/090-Handling2/$Simulated/...
O_100_PInit_Pos;Part in initial position;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_100_PDrill_Pos;Part in drill position;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_100_PTest_Pos;Part in test position;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_100_SDrill_High;Drill in high position;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_100_SDrill_Low;Drill in low position;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_100_RT_Sensor;Rotating table sensor;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_100_PTest_Ok;Test Ok;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Start;Start Button;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Stop;Stop Button;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Key_Pos;Key position;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Reset;Reset Button;Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Panel_I4;Panel I4 (Outside connection);Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Panel_I5;Panel I5 (Outside connection);Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Panel_I6;Panel I6 (Outside connection);Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
O_101_Panel_I7;Panel I7 (Outside connection);Processing[100];Boolean;false;root/stations/100-Processing/$Inputs/...
I_100_Drill_On;Turns drill on;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_100_RT_On;Moves rotating table;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_100_Drill_Down;Lowers drill;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_100_Drill_Up;Raises drill;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_100_Drill_Pin;Advances drill pin;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_100_Test_Pin;Advances test pin;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_101_Led_Start;Start LED;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_101_Led_Reset;Reset LED;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
I_101_Led_Extra1;Extra1 LED;Processing[100];Boolean;false;root/stations/100-Processing/$Outputs/...
